직급코드	공무원구분코드	직종	직종세분류코드	직군코드	직렬코드	직류코드	계급코드	직급명	폐지여부
18826	2	2	G	47	191	152	019	지방공업서기보(일반임기제)	1
18827	2	2	G	47	191	153	019	지방공업서기보(일반임기제)	1
18828	2	2	G	47	029	044	015	지방농업사무관(일반임기제)	1
18829	2	2	G	47	029	045	015	지방농업사무관(일반임기제)	1
18830	2	2	G	47	029	050	015	지방농업사무관(일반임기제)	1
18831	2	2	G	47	029	043	016	지방농업주사(일반임기제)	1
18832	2	2	G	47	029	044	016	지방농업주사(일반임기제)	1
18833	2	2	G	47	029	046	016	지방농업주사(일반임기제)	1
18834	2	2	G	47	029	050	016	지방농업주사(일반임기제)	1
18835	2	2	G	47	029	043	017	지방농업주사보(일반임기제)	1
18836	2	2	G	47	029	046	017	지방농업주사보(일반임기제)	1
18837	2	2	G	47	029	045	017	지방농업주사보(일반임기제)	1
18838	2	2	G	47	029	050	017	지방농업주사보(일반임기제)	1
18839	2	2	G	47	029	046	018	지방농업서기(일반임기제)	1
18840	2	2	G	47	029	050	018	지방농업서기(일반임기제)	1
18841	2	2	G	47	029	214	018	지방농업서기(일반임기제)	1
18842	2	2	G	47	029	044	019	지방농업서기보(일반임기제)	1
18843	2	2	G	47	029	046	019	지방농업서기보(일반임기제)	1
18844	2	2	G	47	029	045	019	지방농업서기보(일반임기제)	1
18845	2	2	G	47	029	214	019	지방농업서기보(일반임기제)	1
18846	2	2	G	47	193	219	015	지방녹지사무관(일반임기제)	1
18847	2	2	G	47	193	220	015	지방녹지사무관(일반임기제)	1
18848	2	2	G	47	193	225	015	지방녹지사무관(일반임기제)	1
18849	2	2	G	47	193	048	016	지방녹지주사(일반임기제)	1
18850	2	2	G	47	193	225	016	지방녹지주사(일반임기제)	1
18851	2	2	G	47	193	048	017	지방녹지주사보(일반임기제)	1
18852	2	2	G	47	193	220	017	지방녹지주사보(일반임기제)	1
18853	2	2	G	47	193	219	018	지방녹지서기(일반임기제)	1
18854	2	2	G	47	193	048	018	지방녹지서기(일반임기제)	1
18855	2	2	G	47	193	220	018	지방녹지서기(일반임기제)	1
18856	2	2	G	47	193	048	019	지방녹지서기보(일반임기제)	1
18857	2	2	G	47	193	220	019	지방녹지서기보(일반임기제)	1
18858	2	2	G	47	032	051	015	지방수의사무관(일반임기제)	1
18859	2	2	G	47	032	051	016	지방수의주사(일반임기제)	1
18860	2	2	G	47	192	221	015	지방해양수산사무관(일반임기제)	1
18861	2	2	G	47	192	052	015	지방해양수산사무관(일반임기제)	1
18862	2	2	G	47	192	055	015	지방해양수산사무관(일반임기제)	1
18863	2	2	G	47	192	056	015	지방해양수산사무관(일반임기제)	1
18864	2	2	G	47	192	075	015	지방해양수산사무관(일반임기제)	1
18865	2	2	G	47	192	076	015	지방해양수산사무관(일반임기제)	1
18866	2	2	G	47	192	223	015	지방해양수산사무관(일반임기제)	1
18867	2	2	G	47	192	052	016	지방해양수산주사(일반임기제)	1
18868	2	2	G	47	192	053	016	지방해양수산주사(일반임기제)	1
18869	2	2	G	47	192	054	016	지방해양수산주사(일반임기제)	1
18870	2	2	G	47	192	056	016	지방해양수산주사(일반임기제)	1
18871	2	2	G	47	192	074	016	지방해양수산주사(일반임기제)	1
18872	2	2	G	47	192	076	016	지방해양수산주사(일반임기제)	1
18873	2	2	G	47	192	223	016	지방해양수산주사(일반임기제)	1
18874	2	2	G	47	192	053	017	지방해양수산주사보(일반임기제)	1
18875	2	2	G	47	192	054	017	지방해양수산주사보(일반임기제)	1
18876	2	2	G	47	192	056	017	지방해양수산주사보(일반임기제)	1
18877	2	2	G	47	192	074	017	지방해양수산주사보(일반임기제)	1
18878	2	2	G	47	192	075	017	지방해양수산주사보(일반임기제)	1
18879	2	2	G	47	192	223	017	지방해양수산주사보(일반임기제)	1
18880	2	2	G	47	192	221	018	지방해양수산서기(일반임기제)	1
18881	2	2	I	NULL	NULL	NULL	106	지방임기제(시간제 가급)	1
18882	2	2	I	NULL	NULL	NULL	107	지방임기제(시간제 나급)	1
18883	2	2	I	NULL	NULL	NULL	108	지방임기제(시간제 다급)	1
18884	2	2	I	NULL	NULL	NULL	109	지방임기제(시간제 라급)	1
18885	2	2	I	NULL	NULL	NULL	110	지방임기제(시간제 마급)	1
18886	2	2	H	NULL	NULL	NULL	214	지방전문경력관 가군	1
18887	2	2	H	NULL	NULL	NULL	215	지방전문경력관 나군	1
18888	2	2	H	NULL	NULL	NULL	216	지방전문경력관 다군	1
18889	1	2	NULL	NULL	NULL	NULL	NULL	수집주사보	0
18890	1	2	NULL	NULL	NULL	NULL	NULL	통신수집주사보	0
18891	1	2	NULL	NULL	NULL	NULL	NULL	안전주사보	0
18892	1	2	NULL	NULL	NULL	NULL	NULL	정보통신주사보	0
18893	2	2	L	47	192	052	018	지방해양수산서기(일반임기제)	0
18894	2	2	L	47	192	053	018	지방해양수산서기(일반임기제)	1
18895	2	2	L	47	192	055	018	지방해양수산서기(일반임기제)	0
18896	2	2	L	47	192	056	018	지방해양수산서기(일반임기제)	1
18897	2	2	L	47	192	074	018	지방해양수산서기(일반임기제)	0
18898	2	2	L	47	192	075	018	지방해양수산서기(일반임기제)	0
18899	2	2	L	47	192	076	018	지방해양수산서기(일반임기제)	0
18900	2	2	L	47	192	223	018	지방해양수산서기(일반임기제)	0
18901	2	2	L	47	192	221	019	지방해양수산서기보(일반임기제)	0
18902	2	2	L	47	192	052	019	지방해양수산서기보(일반임기제)	0
18903	2	2	L	47	192	053	019	지방해양수산서기보(일반임기제)	1
18904	2	2	L	47	192	054	019	지방해양수산서기보(일반임기제)	1
18905	2	2	L	47	192	055	019	지방해양수산서기보(일반임기제)	0
18906	2	2	L	47	192	056	019	지방해양수산서기보(일반임기제)	1
18907	2	2	L	47	192	075	019	지방해양수산서기보(일반임기제)	0
18908	2	2	L	47	192	076	019	지방해양수산서기보(일반임기제)	0
18909	2	2	L	47	192	223	019	지방해양수산서기보(일반임기제)	0
18910	2	2	L	47	035	059	015	지방보건사무관(일반임기제)	0
18911	2	2	L	47	035	059	016	지방보건주사(일반임기제)	0
18912	2	2	L	47	035	059	017	지방보건주사보(일반임기제)	0
18913	2	2	L	47	035	059	018	지방보건서기(일반임기제)	0
18914	2	2	L	47	035	059	019	지방보건서기보(일반임기제)	0
18915	2	2	L	47	038	060	015	지방식품위생사무관(일반임기제)	0
18916	2	2	L	47	038	060	016	지방식품위생주사(일반임기제)	0
18917	2	2	L	47	038	060	017	지방식품위생주사보(일반임기제)	0
18918	2	2	L	47	038	060	018	지방식품위생서기(일반임기제)	0
18919	2	2	L	47	040	061	016	지방의료기술주사(일반임기제)	0
18920	2	2	L	47	040	061	018	지방의료기술서기(일반임기제)	0
18921	2	2	L	47	040	061	019	지방의료기술서기보(일반임기제)	0
18922	2	2	L	47	042	062	015	지방의무사무관(일반임기제)	0
18923	2	2	L	47	043	064	015	지방약무사무관(일반임기제)	0
18924	2	2	L	47	043	065	015	지방약무사무관(일반임기제)	1
18925	2	2	L	47	043	065	016	지방약무주사(일반임기제)	1
18926	2	2	L	47	043	064	017	지방약무주사보(일반임기제)	0
18927	2	2	L	47	043	065	017	지방약무주사보(일반임기제)	1
18928	2	2	L	47	045	066	016	지방간호주사(일반임기제)	0
18929	2	2	L	47	045	066	017	지방간호주사보(일반임기제)	0
18930	2	2	L	47	068	067	015	지방환경사무관(일반임기제)	0
18931	2	2	L	47	068	070	015	지방환경사무관(일반임기제)	0
18932	2	2	L	47	068	067	016	지방환경주사(일반임기제)	0
18933	2	2	L	47	068	068	016	지방환경주사(일반임기제)	0
18934	2	2	L	47	068	070	016	지방환경주사(일반임기제)	0
18935	2	2	L	47	068	067	017	지방환경주사보(일반임기제)	0
18936	2	2	L	47	068	069	017	지방환경주사보(일반임기제)	0
18937	2	2	L	47	068	070	017	지방환경주사보(일반임기제)	0
18938	2	2	L	47	068	067	018	지방환경서기(일반임기제)	0
18939	2	2	L	47	068	069	018	지방환경서기(일반임기제)	0
18940	2	2	L	47	068	070	018	지방환경서기(일반임기제)	0
18941	2	2	L	47	068	068	019	지방환경서기보(일반임기제)	0
18942	2	2	L	47	068	069	019	지방환경서기보(일반임기제)	0
