직급_code,직급_value
20001,관리관
20002,이사관
20003,부이사관
20004,서기관
20005,행정사무관
20006,행정주사
20007,행정주사보
20008,행정서기
20009,행정서기보
20010,공업이사관
20011,공업부이사관
20012,공업서기관
20013,기계사무관
20014,기계주사
20015,기계주사보
20016,기계서기
20017,기계서기보
20018,전기사무관
20019,전기주사
20020,전기주사보
20021,전기서기
20022,전기서기보
20023,시설이사관
20024,시설부이사관
20025,시설서기관
20026,토목사무관
20027,토목주사
20028,토목주사보
20029,토목서기
20030,토목서기보
20031,건축사무관
20032,건축주사
20033,건축주사보
20034,건축서기
20035,건축서기보
20036,정보관리이사관
20037,정보관리부이사관
20038,전산서기관
20039,전산사무관
20040,전산주사
20041,전산주사보
20042,전산서기
20043,전산서기보
20044,기능6급 건축장
20045,기능7급 건축장
20046,기능8급 건축원
20047,기능9급 건축원
20048,기능10급 건축원
20049,기능6급 건축장
20050,기능7급 건축장
20051,기능8급 건축원
20052,기능9급 건축원
20053,기능10급 건축원
20054,기능6급 교환원
20055,기능7급 교환원
20056,기능8급 교환원
20057,기능9급 교환원
20058,기능10급 교환원
20059,기능6급 전기장
20060,기능7급 전기장
20061,기능8급 전기원
20062,기능9급 전기원
20063,기능10급 전기원
20064,기능6급 기계장
20065,기능7급 기계장
20066,기능8급 기계원
20067,기능9급 기계원
20068,기능10급 기계원
20069,기능6급 기계장
20070,기능7급 기계장
20071,기능8급 기계원
20072,기능9급 기계원
20073,기능10급 기계원
20074,기능6급 운전원
20075,기능7급 운전원
20076,기능8급 운전원
20077,기능9급 운전원
20078,기능10급 운전원
20079,기능6급 농림원
20080,기능7급 농림원
20081,기능8급 농림원
20082,기능9급 농림원
20083,기능10급 농림원
20084,기능6급 농림원
20085,기능7급 농림원
20086,기능8급 농림원
20087,기능9급 농림원
20088,기능10급 농림원
20089,기능6급 위생원
20090,기능7급 위생원
20091,기능8급 위생원
20092,기능9급 위생원
20093,기능10급 위생원
20094,기능6급 위생원
20095,기능7급 위생원
20096,기능8급 위생원
20097,기능9급 위생원
20098,기능10급 위생원
20099,기능6급 사무원
20100,기능7급 사무원
20101,기능8급 사무원
20102,기능9급 사무원
20103,기능10급 사무원
20104,기능6급 사무원
20105,기능7급 사무원
20106,기능8급 사무원
20107,기능9급 사무원
20108,기능10급 사무원
20109,기능6급 사무원
20110,기능7급 사무원
20111,기능8급 사무원
20112,기능9급 사무원
20113,기능10급 사무원
20114,기능6급 사무원
20115,기능7급 사무원
20116,기능8급 사무원
20117,기능9급 사무원
20118,기능10급 사무원
20119,기능6급 사무원
20120,기능7급 사무원
20121,기능8급 사무원
20122,기능9급 사무원
20123,기능10급 사무원
20124,기능6급 방호원
20125,기능7급 방호원
20126,기능8급 방호원
20127,기능9급 방호원
20128,기능10급 방호원
20129,기능6급 방호원
20130,기능7급 방호원
20131,기능8급 방호원
20132,기능9급 방호원
20133,기능10급 방호원
20134,관리관
20135,이사관
20136,부이사관
20137,서기관
20138,행정사무관
20139,행정주사
20140,행정주사보
20141,행정서기
20142,행정서기보
20143,관리관
20144,이사관
20145,부이사관
20146,서기관
20147,행정사무관
20148,행정주사
20149,행정주사보
20150,행정서기
20151,행정서기보
20152,관리관
20153,이사관
20154,부이사관
20155,서기관
20156,행정사무관
20157,행정주사
20158,행정주사보
20159,행정서기
20160,행정서기보
20161,속기사무관
20162,속기주사
20163,속기주사보
20164,속기서기
20165,속기서기보
20166,경위사무관
20167,경위주사
20168,경위주사보
20169,경위서기
20170,경위서기보
20171,사서서기관
20172,사서사무관
20173,사서주사
20174,사서주사보
20175,사서서기
20176,사서서기보
20177,공업부이사관
20178,공업서기관
20179,기계사무관
20180,기계주사
20181,기계주사보
20182,기계서기
20183,기계서기보
20184,전기사무관
20185,전기주사
20186,전기주사보
20187,전기서기
20188,전기서기보
20189,전기사무관
20190,전기주사
20191,전기주사보
20192,전기서기
20193,전기서기보
20196,전산서기관
20197,전산사무관
20198,전산주사
20199,전산주사보
20200,전산서기
20201,전산서기보
20202,통신서기관
20203,통신사무관
20204,통신주사
20205,통신주사보
20206,통신서기
20207,통신서기보
20208,시설부이사관
20209,시설서기관
20210,토목사무관
20211,토목주사
20212,토목주사보
20213,토목서기
20214,토목서기보
20215,건축사무관
20216,건축주사
20217,건축주사보
20218,건축서기
20219,건축서기보
20232,입법조사연구관
20343,법원관리관
20344,법원이사관
20345,법원부이사관
20346,법원서기관
20347,법원사무관
20348,법원주사
20349,법원주사보
20350,법원서기
20351,법원서기보
20352,속기주사
20353,속기주사보
20354,속기서기
20355,속기서기보
20356,경위서기
20357,경위서기보
20358,관리관
20359,검찰이사관
20360,검찰부이사관
20361,검찰서기관
20362,검찰사무관
20363,검찰주사
20364,검찰주사보
20365,검찰서기
20366,검찰서기보
20367,관리관
20368,이사관
20369,부이사관
20370,서기관
20371,행정사무관
20372,행정주사
20373,행정주사보
20374,행정서기
20375,행정서기보
20376,사서서기관
20377,사서사무관
20378,사서주사
20379,사서주사보
20380,사서서기
20381,사서서기보
20382,전산사무관
20383,전산주사
20384,전산주사보
20385,전산서기
20386,전산서기보
20387,공업서기관
20388,기계사무관
20389,기계주사
20390,기계주사보
20391,기계서기
20392,기계서기보
20393,공업서기관
20394,전기사무관
20395,전기주사
20396,전기주사보
20397,전기서기
20398,전기서기보
20399,시설서기관
20400,토목사무관
20401,토목주사
20402,토목주사보
20403,토목서기
20404,토목서기보
20405,시설서기관
20406,건축사무관
20407,건축주사
20408,건축주사보
20409,건축서기
20410,건축서기보
20411,기능6급 토목장
20412,기능7급 토목장
20413,기능8급 토목원
20414,기능9급 토목원
20415,기능10급 토목원
20416,기능6급 건축장
20417,기능7급 건축장
20418,기능8급 건축원
20419,기능9급 건축원
20420,기능10급 건축원
20421,기능6급 건축장
20422,기능7급 건축장
20423,기능8급 건축원
20424,기능9급 건축원
20425,기능10급 건축원
20426,기능6급 통신장
20427,기능7급 통신장
20428,기능7급 통신원
20429,기능8급 통신원
20430,기능9급 통신원
20431,기능10급 통신원
20432,기능6급 전화수리장
20433,기능7급 전화수리장
20435,기능8급 전화수리원
20436,기능9급 전화수리원
20437,기능10급 전화수리원
20438,기능6급 교환원
20439,기능7급 교환원
20440,기능8급 교환원
20441,기능9급 교환원
20442,기능10급 교환원
20443,기능6급 전기장
20444,기능7급 전기장
20445,기능8급 전기원
20446,기능9급 전기원
20447,기능10급 전기원
20448,기능6급 기계장
20449,기능7급 기계장
20450,기능8급 기계원
20451,기능9급 기계원
20452,기능10급 기계원
20453,기능6급 기계장
20454,기능7급 기계장
20455,기능8급 기계원
20456,기능9급 기계원
20457,기능10급 기계원
20458,기능6급 난방원
20459,기능7급 난방원
20460,기능8급 난방원
20461,기능9급 난방원
20462,기능10급 난방원
20463,기능6급 운전원
20464,기능7급 운전원
20465,기능8급 운전원
20466,기능9급 운전원
20467,기능10급 운전원
20468,기능6급 농림원
20469,기능7급 농림원
20470,기능8급 농림원
20471,기능9급 농림원
20472,기능10급 농림원
20473,기능6급 농림원
20474,기능7급 농림원
20475,기능8급 농림원
20476,기능9급 농림원
20477,기능10급 농림원
20478,기능6급 보건원
20479,기능7급 보건원
20480,기능8급 보건원
20481,기능9급 보건원
20482,기능10급 보건원
20483,기능6급 간호조무원
20484,기능7급 간호조무원
20485,기능8급 간호조무원
20486,기능9급 간호조무원
20487,기능10급 간호조무원
20488,기능6급 위생원
20489,기능7급 위생원
20490,기능8급 위생원
20491,기능9급 위생원
20492,기능10급 위생원
20493,기능6급 위생원
20494,기능7급위생원
20495,기능8급 위생원
20496,기능9급 위생원
20497,기능10급 위생원
20498,기능6급 사무원
20499,기능7급 사무원
20500,기능8급 사무원
20501,기능9급 사무원
20502,기능10급 사무원
20503,기능6급 사무원
20504,기능7급 사무원
20505,기능8급 사무원
20506,기능9급 사무원
20507,기능10급 사무원
20508,기능6급 사무원
20509,기능7급 사무원
20510,기능8급 사무원
20511,기능9급 사무원
20512,기능10급 사무원
20513,기능6급 사무원
20514,기능7급 사무원
20515,기능8급 사무원
20516,기능9급 사무원
20517,기능10급 사무원
20518,기능6급 사무원
20519,기능7급 사무원
20520,기능8급 사무원
20521,기능9급 사무원
20522,기능10급 사무원
20523,기능6급 사무원
20524,기능7급 사무원
20525,기능8급 사무원
20526,기능9급 사무원
20527,기능10급 사무원
20528,기능6급 사무원
20529,기능7급 사무원
20530,기능8급 사무원
20531,기능9급 사무원
20532,기능10급 사무원
20533,기능6급 사무원
20534,기능7급 사무원
20535,기능8급 사무원
20536,기능9급 사무원
20537,기능10급 사무원
20538,기능6급 사무원
20539,기능7급 사무원
20540,기능8급 사무원
20541,기능9급 사무원
20542,기능10급 사무원
20543,기능6급 방호원
20544,기능7급 방호원
20545,기능8급 방호원
20546,기능9급 방호원
20547,기능10급 방호원
20548,기능6급 방호원
20549,기능7급 방호원
20550,기능8급 방호원
20551,기능9급 방호원
20552,기능10급 방호원
20553,군무관리관
20554,행정군무이사관
20555,행정군무부이사관
20556,행정군무서기관
20557,행정군무사무관
20558,행정군무주사
20559,행정군무주사보
20560,행정군무서기
20561,행정군무서기보
20562,외자군무서기관
20563,외자군무사무관
20564,외자군무주사
20565,외자군무주사보
20566,외자군무서기
20567,외자군무서기보
20574,사서군무서기관
20575,사서군무사무관
20576,사서군무주사
20577,사서군무주사보
20578,사서군무서기
20579,사서군무서기보
20580,생산군무서기관
20581,생산군무사무관
20582,생산군무주사
20583,생산군무주사보
20584,생산군무서기
20585,생산군무서기보
20586,정보군무이사관
20587,정보군무부이사관
20588,군정군무서기관
20589,군정군무사무관
20590,군정군무주사
20591,군정군무주사보
20592,군정군무서기
20593,군정군무서기보
20594,기정군무서기관
20595,기정군무사무관
20596,기정군무주사
20597,기정군무주사보
20598,기정군무서기
20599,기정군무서기보
20600,수사군무서기관
20601,수사군무사무관
20602,수사군무주사
20603,수사군무주사보
20604,수사군무서기
20605,수사군무서기보
20941,기능6급 전산기사
20942,기능7급 전산기사
20943,기능8급 전산기사
20944,기능9급 전산기원
20945,기능10급 전산기원
20946,기능6급 발간기사
20947,기능7급 발간기사
20948,기능8급 발간기사
20949,기능9급 발간기원
20950,기능10급 발간기원
20951,기능6급 행정보조기사
20952,기능7급 행정보조기사
20953,기능8급 행정보조기사
20954,기능9급 행정보조기원
20955,기능10급 행정보조기원
20956,기능6급 병참기사
20957,기능7급 병참기사
20958,기능8급 병참기사
20959,기능9급 병참기원
20960,기능10급 병참기원
20961,기능6급 사육기사
20962,기능7급 사육기사
20963,기능8급 사육기사
20964,기능9급 사육기원
20965,기능10급 사육기원
20966,기능6급 이미용기사
20967,기능7급 이미용기사
20968,기능8급 이미용기사
20969,기능9급 이미용기원
20970,기능10급 이미용기원
20971,기능6급 조리기사
20972,기능7급 조리기사
20973,기능8급 조리기사
20974,기능9급 조리기원
20975,기능10급 조리기원
20976,기능6급 보건기사
20977,기능7급 보건기사
20978,기능8급 보건기사
20979,기능9급 보건기원
20980,기능10급 보건기원
20981,기능6급 의무기록기사
20982,기능7급 의무기록기사
20983,기능8급 의무기록기사
20984,기능9급 의무기록기원
20985,기능10급 의무기록기원
20986,기능6급 조경기사
20987,기능7급 조경기사
20988,기능8급 조경기사
20989,기능9급 조경기원
20990,기능10급 조경기원
20991,기능6급 시설기사
20992,기능7급 시설기사
20993,기능8급 시설기사
20994,기능9급 시설기원
20995,기능10급 시설기원
20996,기능6급 목재기사
20997,기능7급 목재기사
20998,기능8급 목재기사
20999,기능9급 목재기원
21000,기능10급 목재기원
21001,기능6급 교환기사
21002,기능7급 교환기사
21003,기능8급 교환기사
21004,기능9급 교환기원
21005,기능10급 교환기원
21006,기능6급 전신타자기사
21007,기능7급 전신타자기사
21008,기능8급 전신타자기사
21009,기능9급 전신타자기원
21010,기능10급 전신타자기원
21011,기능6급 통신보조기사
21012,기능7급 통신보조기사
21013,기능8급 통신보조기사
21014,기능9급 통신보조기원
21015,기능10급 통신보조기원
21016,기능6급 운전기사
21017,기능7급 운전기사
21018,기능8급 운전기사
21019,기능9급 운전기원
21020,기능10급 운전기원
21021,기능6급 기계기사
21022,기능7급 기계기사
21023,기능8급 기계기사
21024,기능9급 기계기원
21025,기능10급 기계기원
21026,기능6급 전기기사
21027,기능7급 전기기사
21028,기능8급 전기기사
21029,기능9급 전기기원
21030,기능10급 전기기원
21031,기능6급 잡무기사
21032,기능7급 잡무기사
21033,기능8급 잡무기사
21034,기능9급 잡무기원
21035,기능10급 잡무기원
21036,대법관
21037,대법원장
21038,비서관
21039,사무총장
21040,사무차장
21041,도서관장
21042,의정연수원장
21043,국회의장
21044,국회부의장
21045,국회수석전문위원
21046,비서관
21047,상임위원
21048,사무총장
21049,사무차장
21050,상임위원
21051,비서관
21052,재판관
21053,사무처장
21054,사무차장
21055,비서관
21056,육군원사
21057,해군원사
21058,공군원사
21059,해병원사
21060,판사
21061,기능6급 건축장
21062,기능7급 건축장
21063,기능8급 건축원
21064,기능9급 건축원
21065,기능10급 건축원
21066,기능6급 기계장
21067,기능7급 기계장
21068,기능8급 기계원
21069,기능9급 기계원
21070,기능10급 기계원
21071,기능6급 농림원
21072,기능7급 농림원
21073,기능8급 농림원
21074,기능9급 농림원
21075,기능10급 농림원
21076,기능6급 위생원
21077,기능7급 위생원
21078,기능8급 위생원
21079,기능9급 위생원
21080,기능10급 위생원
21081,기능6급 사무원
21082,기능6급 사무원
21083,기능6급 사무원
21084,기능6급 사무원
21085,기능6급 사무원
21086,기능6급 사무원
21087,기능6급 사무원
21088,기능6급 사무원
21089,기능6급 사무원
21090,기능6급 사무원
21091,기능7급 사무원
21092,기능7급 사무원
21093,기능7급 사무원
21094,기능7급 사무원
21095,기능7급 사무원
21096,기능7급 사무원
21097,기능7급 사무원
21098,기능7급 사무원
21099,기능7급 사무원
21100,기능7급 사무원
21101,기능8급 사무원
21102,기능8급 사무원
21103,기능8급 사무원
21104,기능8급 사무원
21105,기능8급 사무원
21106,기능8급 사무원
21107,기능8급 사무원
21108,기능8급 사무원
21109,기능8급 사무원
21110,기능8급 사무원
21111,기능9급 사무원
21112,기능9급 사무원
21113,기능9급 사무원
21114,기능9급 사무원
21115,기능9급 사무원
21116,기능9급 사무원
21117,기능9급 사무원
21118,기능9급 사무원
21119,기능9급 사무원
21120,기능9급 사무원
21121,기능10급 사무원
21122,기능10급 사무원
21123,기능10급 사무원
21124,기능10급 사무원
21125,기능10급 사무원
21126,기능10급 사무원
21127,기능10급 사무원
21128,기능10급 사무원
21129,기능10급 사무원
21130,기능10급 사무원
21131,기능6급 방호원
21132,기능7급 방호원
21133,기능8급 방호원
21134,기능9급 방호원
21135,기능10급 방호원
21136,기능6급 지방건축장
21137,기능7급 지방건축장
21138,기능8급 지방건축원
21139,기능9급 지방건축원
21140,기능10급 지방건축원
21141,기능6급 지방기계장
21142,기능7급 지방기계장
21143,기능8급 지방기계원
21144,기능9급 지방기계원
21145,기능10급 지방기계원
21148,기능8급 지방농림원
21149,기능9급 지방농림원
21150,기능10급 지방농림원
21153,기능8급 지방위생원
21154,기능9급 지방위생원
21155,기능10급 지방위생원
21208,기능8급 지방방호원
21209,기능9급 지방방호원
21210,기능10급 지방방호원
21211,학예연구관
21212,학예연구관
21213,학예연구관
21214,학예연구사
21215,학예연구사
21216,학예연구사
21217,공업연구관
21218,공업연구관
21219,공업연구관
21220,공업연구관
21221,공업연구관
21222,공업연구관
21223,공업연구관
21224,공업연구관
21225,공업연구사
21226,공업연구사
21227,공업연구사
21228,공업연구사
21229,공업연구사
21230,공업연구사
21231,공업연구사
21232,공업연구사
21234,농업연구관
21235,농업연구관
21236,농업연구관
21237,농업연구관
21239,농업연구사
21240,농업연구사
21241,농업연구사
21242,농업연구사
21243,가축위생연구관
21244,가축위생연구사
21245,수산연구관
21246,수산연구관
21247,수산연구관
21248,수산연구관
21249,수산연구관
21250,수산연구사
21251,수산연구사
21252,수산연구사
21253,수산연구사
21254,수산연구사
21255,보건연구관
21256,보건연구관
21257,보건연구사
21258,보건연구사
21259,농촌지도관
21260,농촌지도관
21261,농촌지도관
21262,농촌지도관
21263,농촌지도관
21264,농촌지도관
21265,농촌지도관
21266,농촌지도관
21267,농촌지도관
21268,농촌지도사
21269,농촌지도사
21270,농촌지도사
21271,농촌지도사
21272,농촌지도사
21273,농촌지도사
21274,농촌지도사
21275,농촌지도사
21276,농촌지도사
21277,지방학예연구관
21278,지방학예연구관
21279,지방학예연구관
21280,지방학예연구사
21281,지방학예연구사
21282,지방학예연구사
21283,지방공업연구관
21284,지방공업연구관
21285,지방공업연구관
21286,지방공업연구관
21287,지방공업연구관
21288,지방공업연구관
21289,지방공업연구관
21290,지방공업연구관
21291,지방공업연구사
21292,지방공업연구사
21293,지방공업연구사
21294,지방공업연구사
21295,지방공업연구사
21296,지방공업연구사
21297,지방공업연구사
21298,지방공업연구사
21304,지방농업연구사
21305,지방농업연구사
21306,지방농업연구사
21307,지방농업연구사
21308,지방농업연구사
21309,지방수산연구관
21310,지방수산연구관
21311,지방수산연구관
21312,지방수산연구관
21313,지방수산연구관
21314,지방수산연구사
21315,지방수산연구사
21316,지방수산연구사
21317,지방수산연구사
21318,지방수산연구사
21319,지방보건연구관
21320,지방보건연구관
21321,지방보건연구사
21322,지방보건연구사
21341,사관생도
21342,특경(의무전투경찰순경)
21343,수경(의무전투경찰순경)
21344,상경(의무전투경찰순경)
21345,이경(의무전투경찰순경)
21346,일경(의무전투경찰순경)
21347,특경(작전전투경찰순경)
21348,수경(작전전투경찰순경)
21349,상경(작전전투경찰순경)
21355,이경(작전전투경찰순경)
21356,일경(작전전투경찰순경)
21362,보석감정사(6급상당)
21363,보석감정사(7급상당)
21364,보석감정사(8급상당)
21377,예비군관리군무사무관
21378,간행물연구요원(6급상당)
21379,간행물연구요원(7급상당)
21380,간행물제작담당(5급상당)
21381,간행물제작담당(6급상당)
21382,간행물제작담당(7급상당)
21383,경호사(6급상당)
21384,경호사(7급상당)
21385,경호사(8급상당)
21386,고서전문담당(5급상당)
21387,고서전문요원(6급상당)
21388,고서전문요원(7급상당)
21389,고서전문인(6급상당)
21390,공보지원담당(5급상당)
21391,교수(5급상당)
21392,교수요원(4급상당)
21393,교수요원(5급상당)
21394,교수요원(6급상당)
21395,교수요원(7급상당)
21396,국장(2급상당)
21397,국제교육협력관(3급상당)
21398,군종편집담당(7급상당)
21399,기기조작요원(6급상당)
21400,기기조작요원(7급상당)
21401,기기조작요원(8급상당)
21402,기능검정연구사(6급상당)
21403,기록관리요원(6급상당)
21404,기숙사관리요원(7급상당)
21405,기자재관리(7급상당)
21406,기획연구관(5급상당)
21407,논조분석담당(5급상당)
21408,논조분석담당(6급상당)
21409,논조분석담당(7급상당)
21410,농업통계조사요원(7급상당)
21411,농업통계조사요원(8급상당)
21412,농업통계조사요원(9급상당)
21413,도서관장(4급상당)
21414,마약감식담당관(6급상당)
21415,마약담당관(5급상당)
21416,면허담당(6급상당)
21417,무대기계요원(6급상당)
21418,무대기계요원(7급상당)
21419,무대기기조작요원(7급상당)
21420,문서관리요원(9급상당)
21421,물품관리요원(8급상당)
21422,민방위요원(7급상당)
21423,발간담당(6급상당)
21424,방송기술담당(5급상당)
21425,방송편성담당(5급상당)
21426,방화요원(6급상당)
21427,번역(8급상당)
21428,범죄심리분석관(4급상당)
21429,범죄심리분석관(5급상당)
21430,범죄심리분석담당(6급상당)
21431,범죄심리분석담당(7급상당)
21432,보안관리담당(7급상당)
21433,보장구제작요원(6급상당)
21434,보존과학요원(6급상당)
21435,보존매체수록요원(7급상당)
21436,부교수(5급상당)
21437,부위원장(차관급)
21438,분소관리요원(6급상당)
21439,비상계획관보좌관(6급상당)
21440,비상계획담당관(3급상당)
21441,비상계획담당관(5급상당)
21442,비상계획담당관보좌관(5급상당)
21443,사감(7급상당)
21444,사진담당(5급상당)
21445,사진담당(6급상당)
21446,사진제작담당(5급상당)
21447,사진제작요원(7급상당)
21448,서훈담당관(5급상당)
21449,소장품관리원(7급상당)
21450,소정품관리원(9급상당)
21451,소청심사위원(1급상당)
21452,속기사(9급상당)
21453,수복담당(5급상당)
21454,수산통계요원(7급상당)
21455,수산통계요원(8급상당)
21456,시설관리요원(6급상당)
21457,시설요원(6급상당)
21458,시청각기자재요원(6급상당)
21459,시청각운영담당(5급상당)
21460,신문논설담당(5급상당)
21461,신문취재담당(5급상당)
21462,신문취재요원(7급상당)
21463,실장(장관급)
21464,실장(장관급장교)
21465,실장(차관급)
21466,심리분석담당(7급상당)
21467,안내요원(6급상당)
21468,언어치료요원(7급상당)
21469,영사요원(6급상당)
21470,영헌담당(5급상당)
21471,영화감독관(5급상당)
21472,영화제작담당(5급상당)
21473,예비군담당(6급상당)
21474,예비군요원(7급상당)
21475,오케스트라관리요원(7급상당)
21476,외국어훈련담당(5급상당)
21477,우편관리요원(7급상당)
21478,원장(2급상당)
21479,위원장(장관급)
21480,유물보존처리담당(4급상당)
21481,유물보존처리요원(6급상당)
21482,유물보존처리요원(7급상당)
21483,유물요원(7급상당)
21484,유물화상처리요원(7급상당)
21485,유전자감식관(5급상당)
21486,유전자감식담당(7급상당)
21487,음상요원(6급상당)
21488,음석분석담당(7급상당)
21489,음향요원(6급상당)
21490,음향요원(7급상당)
21491,음향요원(8급상당)
21492,응급의료센타관리담당(5급상당)
21493,의상디자인담당(5급상당)
21494,의장기획담당(5급상당)
21495,의전기록요원(6급상당)
21496,인사기록담당(6급상당)
21497,자료관리담당(6급상당)
21498,자료요원(7급상당)
21499,자료정리요원(6급상당)
21500,자재담당(5급상당)
21501,작품보존담당(5급상당)
21502,장비담당(6급상당)
21503,장치요원(6급상당)
21504,장치요원(8급상당)
21505,재활조사요원(6급상당)
21506,적성검사관(6급상당)
21507,정원요원(7급상당)
21508,제도담당(8급상당)
21509,조교수(5급상당)
21510,조리요원(7급상당)
21511,조명요원(6급상당)
21512,조명음상요원(7급상당)
21513,조명음상요원(8급상당)
21514,차량관리요원(7급상당)
21515,차장(2급상당)
21516,차장(장관급장교)
21517,차장(차관급)
21518,처장(1급상당)
21519,체력관리담당(5급상당)
21520,체력관리담당(6급상당)
21521,체력관리요원(6급상당)
21522,촬영기사(7급상당)
21523,출입관리요원(6급상당)
21524,통근차량관리요원(6급상당)
21525,통신담당(5급상당)
21526,통역요원(6급상당)
21527,통역요원(7급상당)
21528,포상기록요원(6급상당)
21529,홍보자료발송요원(7급상당)
21530,홍보자료지원담당(7급상당)
21531,화생방담당(5급상당)
21532,수석비서관(차관급)
21534,기능6급
21535,기능7급
21536,기능8급
21537,기능9급
21538,기능10급
21539,경호관리관
21540,경호이사관
21541,경호부이사관
21542,경호서기관
21543,경호사무관
21544,경호주사
21545,경호주사보
21546,경호서기
21547,경호서기보
21548,도지사
21549,마약담당(5급상당)
21574,법원관리관
21575,법원이사관
21576,법원부이사관
21577,법원서기관
21578,법원사무관
21579,법원주사
21580,법원주사보
21581,법원서기
21582,법원서기보
21583,조사관(4급)
21584,조사관(5급)
21585,조사사무관
21586,조사주사
21587,조사주사보
21588,조사서기
21589,전산서기관
21590,전산사무관
21591,전산주사
21592,전산주사보
21593,전산서기
21594,전산서기보
21595,통계사무관
21596,통계주사
21597,통계주사보
21598,통계서기
21599,통계서기보
21600,속기주사
21601,속기주사보
21602,속기서기
21603,속기서기보
21604,경위주사
21605,경위주사보
21606,경위서기
21607,경위서기보
21608,사서서기관
21609,사서사무관
21610,사서주사
21611,사서주사보
21612,사서서기
21613,사서서기보
21614,통역서기관
21615,통역사무관
21616,통역주사
21617,통역주사보
21618,시설이사관
21619,시설부이사관
21621,토목사무관
21622,토목주사
21623,토목주사보
21624,토목서기
21625,토목서기보
21626,시설이사관
21627,시설부이사관
21629,건축사무관
21630,건축주사
21631,건축주사보
21632,건축서기
21633,건축서기보
21634,공업이사관
21635,공업부이사관
21637,기계사무관
21638,기계주사
21639,기계주사보
21640,기계서기
21641,기계서기보
21642,공업이사관
21643,공업부이사관
21645,전기사무관
21646,전기주사
21647,전기주사보
21648,전기서기
21649,전기서기보
21650,공업이사관
21651,공업부이사관
21653,화학사무관
21654,화학주사
21655,화학주사보
21656,화학서기
21657,화학서기보
21658,보건서기관
21659,보건사무관
21660,보건주사
21661,보건주사보
21662,보건서기
21663,보건서기보
21664,환경서기관
21665,환경사무관
21666,환경주사
21667,환경주사보
21668,환경서기
21669,환경서기보
21675,기능6급 사무원
21676,기능7급 사무원
21677,기능8급 사무원
21678,기능9급 사무원
21679,기능10급 사무원
21680,기능6급 사무원
21681,기능7급 사무원
21682,기능8급 사무원
21683,기능9급 사무원
21684,기능10급 사무원
21685,기능6급 사무원
21686,기능7급 사무원
21687,기능8급 사무원
21688,기능9급 사무원
21689,기능10급 사무원
21690,기능6급 사무원
21691,기능7급 사무원
21692,기능8급 사무원
21693,기능9급 사무원
21694,기능10급 사무원
21695,기능6급 사무원
21696,기능7급 사무원
21697,기능8급 사무원
21698,기능9급 사무원
21699,기능10급 사무원
21700,기능6급 사무원
21701,기능7급 사무원
21702,기능8급 사무원
21703,기능9급 사무원
21704,기능10급 사무원
21705,기능6급 사무원
21706,기능7급 사무원
21707,기능8급 사무원
21708,기능9급 사무원
21709,기능10급 사무원
21710,기능6급 토목장
21711,기능7급 토목장
21712,기능8급 토목원
21713,기능9급 토목원
21714,기능10급 토목원
21715,기능6급 건축장
21716,기능7급 건축장
21717,기능8급 건축원
21718,기능9급 건축원
21719,기능10급 건축원
21720,기능6급 건축장
21721,기능7급 건축장
21722,기능8급 건축원
21723,기능9급 건축원
21724,기능10급 건축원
21725,기능6급 기계장
21726,기능7급 기계장
21727,기능8급 기계원
21728,기능9급 기계원
21729,기능10급 기계원
21730,기능6급 난방원
21731,기능7급 난방원
21732,기능8급 난방원
21733,기능9급 난방원
21734,기능10급 난방원
21735,기능6급 운전장
21736,기능7급 운전장
21737,기능8급 운전원
21738,기능9급 운전원
21739,기능10급 운전원
21740,기능6급 전기장
21741,기능7급 전기장
21742,기능8급 전기원
21743,기능9급 전기원
21744,기능10급 전기원
21745,기능6급 사진원
21746,기능7급 사진원
21747,기능8급 사진원
21748,기능9급 사진원
21749,기능10급 사진원
21750,기능6급 전화수리장
21751,기능7급 전화수리장
21752,기능8급 전화수리장
21753,기능9급 전화수리장
21754,기능10급 전화수리장
21755,기능6급 교환원
21756,기능7급 교환원
21757,기능8급 교환원
21758,기능9급 교환원
21759,기능10급 교환원
21760,기능6급 위생장
21761,기능7급 위생장
21762,기능8급 위생원
21763,기능9급 위생원
21764,기능10급 위생원
21765,기능6급 원예장
21766,기능7급 원예장
21767,기능8급 원예원
21768,기능9급 원예원
21769,기능10급 원예원
21770,기능6급 방호원
21771,기능7급 방호원
21772,기능8급 방호원
21773,기능9급 방호원
21774,기능10급 방호원
21775,기능6급 병기장
21776,기능7급 병기장
21777,기능8급 병기원
21778,기능9급 병기원
21779,기능10급 병기원
21780,경위주사
21781,경위주사보
21782,전산서기관
21783,장관(급)
21784,차관(급)
21785,1급상당
21786,2급상당
21787,3급상당
21788,4급상당
21789,5급상당
21790,6급상당
21791,7급상당
21792,8급상당
21793,9급상당
21794,기타
21795,1급
21796,1급.2급
21797,2급
21798,2급.3급
21799,3급
21800,3급.4급
21801,4급
21802,4급.5급
21803,5급
21804,6급
21805,7급
21806,8급
21807,9급
21808,연구관
21809,연구사
21810,지도관
21811,지도사
21812,교원
21813,소방
21814,법관
21815,기능1급
21816,기능2급
21817,기능3급
21818,기능4급
21819,기능5급
21820,기능6급
21821,기능7급
21822,기능8급
21823,기능9급
21824,기능10급
21825,고용직
21826,계약직
21827,장관(급)
21828,차관(급)
21829,1급상당
21830,2급상당
21831,3급상당
21832,4급상당
21833,5급상당
21834,6급상당
21835,7급상당
21836,8급상당
21837,9급상당
21838,기타
21839,1급
